id,short_code,name,type,description_main,description_only_numbers1151M390060,part_number_distributor_orbital_fasteners,webpage_distributor_orbital_fasteners,part_number_manufacturer_metalmate,webpage_manufacturer_metalmate,price_current,name_manufacturer_metalmate
hardware_nut_m6,nu6,Hardware Nut M6,nut,,,,,,,,
hardware_set_screw_m6_25_mm_length,ss625,Hardware Set Screw M6 25 mm Length,set_screw,25_mm_length,,,,,,,
hardware_washer_m6,w6,Hardware Washer M6,washer,,,,,,,,
